0,0,2,1
0,0,3,1
0,1,2,1
0,1,3,1
0,2,2,1
0,3,1,1
0,3,2,1
0,4,1,1
0,5,0,1
0,5,1,1
0,6,0,1
0,6,1,1
0,7,0,1
0,8,0,1
0,9,0,1
0,10,0,1
0,11,0,1
0,12,0,1
0,13,0,1
0,13,1,1
0,14,0,1
0,14,1,1
0,15,1,1
0,16,1,1
0,16,2,1
0,17,2,1
0,18,2,1
0,19,2,1
0,19,3,1
0,20,3,1
1,0,3,1
1,0,4,1
1,1,2,1
1,1,3,1
1,2,2,1
1,2,3,1
1,3,2,1
1,4,1,1
1,4,2,1
1,5,1,1
1,6,0,1
1,6,1,1
1,7,0,1
1,7,1,1
1,8,0,1
1,8,1,1
1,9,0,1
1,10,0,1
1,11,0,1
1,12,0,1
1,12,1,1
1,13,0,1
1,13,1,1
1,14,1,1
1,15,1,1
1,15,2,1
1,16,1,1
1,16,2,1
1,17,2,1
1,18,2,1
1,18,3,1
1,19,2,1
1,19,3,1
1,20,3,1
2,0,3,1
2,0,4,1
2,1,3,1
2,1,4,1
2,2,3,1
2,3,2,1
2,3,3,1
2,4,2,1
2,5,1,1
2,5,2,1
2,6,1,1
2,6,2,1
2,7,1,1
2,8,1,1
2,9,0,1
2,9,1,1
2,10,0,1
2,10,1,1
2,11,0,1
2,11,1,1
2,12,1,1
2,13,1,1
2,14,1,1
2,14,2,1
2,15,1,1
2,15,2,1
2,16,2,1
2,17,2,1
2,18,2,1
2,18,3,1
2,19,3,1
2,20,3,1
3,0,4,1
3,0,5,1
3,1,3,1
3,1,4,1
3,2,3,1
3,2,4,1
3,3,3,1
3,4,2,1
3,4,3,1
3,5,2,1
3,5,3,1
3,6,2,1
3,7,1,1
3,7,2,1
3,8,1,1
3,8,2,1
3,9,1,1
3,10,1,1
3,10,2,1
3,11,1,1
3,11,2,1
3,12,1,1
3,12,2,1
3,13,1,1
3,13,2,1
3,14,1,1
3,14,2,1
3,15,2,1
3,16,2,1
3,16,3,1
3,17,2,1
3,17,3,1
3,18,3,1
3,19,3,1
3,20,3,1
3,20,4,1
4,0,4,1
4,0,5,1
4,1,4,1
4,1,5,1
4,2,4,1
4,3,3,1
4,3,4,1
4,4,3,1
4,4,4,1
4,5,2,1
4,5,3,1
4,6,2,1
4,6,3,1
4,7,2,1
4,7,3,1
4,8,2,1
4,9,2,1
4,10,2,1
4,11,2,1
4,12,2,1
4,13,2,1
4,14,2,1
4,15,2,1
4,15,3,1
4,16,2,1
4,16,3,1
4,17,3,1
4,18,3,1
4,19,3,1
4,19,4,1
4,20,3,1
4,20,4,1
5,0,5,1
5,1,5,1
5,2,4,1
5,2,5,1
5,3,4,1
5,4,3,1
5,4,4,1
5,5,3,1
5,5,4,1
5,6,3,1
5,7,3,1
5,8,2,1
5,8,3,1
5,9,2,1
5,9,3,1
5,10,2,1
5,10,3,1
5,11,2,1
5,11,3,1
5,12,2,1
5,12,3,1
5,13,2,1
5,13,3,1
5,14,2,1
5,14,3,1
5,15,3,1
5,16,3,1
5,17,3,1
5,17,4,1
5,18,3,1
5,18,4,1
5,19,3,1
5,19,4,1
5,20,4,1
6,0,5,1
6,0,6,1
6,1,5,1
6,1,6,1
6,2,5,1
6,3,4,1
6,3,5,1
6,4,4,1
6,4,5,1
6,5,4,1
6,6,3,1
6,6,4,1
6,7,3,1
6,7,4,1
6,8,3,1
6,8,4,1
6,9,3,1
6,10,3,1
6,11,3,1
6,12,3,1
6,13,3,1
6,14,3,1
6,14,4,1
6,15,3,1
6,15,4,1
6,16,3,1
6,16,4,1
6,17,4,1
6,18,4,1
6,19,4,1
6,20,4,1
7,0,6,1
7,1,5,1
7,1,6,1
7,2,5,1
7,2,6,1
7,3,5,1
7,4,5,1
7,5,4,1
7,5,5,1
7,6,4,1
7,6,5,1
7,7,4,1
7,8,4,1
7,9,4,1
7,10,4,1
7,11,3,1
7,11,4,1
7,12,3,1
7,12,4,1
7,13,3,1
7,13,4,1
7,14,4,1
7,15,4,1
7,16,4,1
7,17,4,1
7,18,4,1
7,19,4,1
7,20,4,1
7,20,5,1
8,0,6,1
8,1,6,1
8,2,5,1
8,2,6,1
8,3,5,1
8,3,6,1
8,4,5,1
8,5,5,1
8,6,5,1
8,7,4,1
8,7,5,1
8,8,4,1
8,8,5,1
8,9,4,1
8,9,5,1
8,10,4,1
8,10,5,1
8,11,4,1
8,11,5,1
8,12,4,1
8,12,5,1
8,13,4,1
8,13,5,1
8,14,4,1
8,14,5,1
8,15,4,1
8,15,5,1
8,16,4,1
8,16,5,1
8,17,4,1
8,17,5,1
8,18,4,1
8,18,5,1
8,19,4,1
8,19,5,1
8,20,5,1
9,0,6,1
9,1,6,1
9,2,6,1
9,3,6,1
9,4,5,1
9,4,6,1
9,5,5,1
9,5,6,1
9,6,5,1
9,7,5,1
9,8,5,1
9,9,5,1
9,10,5,1
9,11,5,1
9,12,5,1
9,13,5,1
9,14,5,1
9,15,5,1
9,16,5,1
9,17,5,1
9,18,5,1
9,19,5,1
9,20,5,1
10,0,6,1
10,1,6,1
10,2,6,1
10,3,6,1
10,4,6,1
10,5,6,1
10,6,6,1
10,7,5,1
10,7,6,1
10,8,5,1
10,8,6,1
10,9,5,1
10,9,6,1
10,10,5,1
10,10,6,1
10,11,5,1
10,11,6,1
10,12,5,1
10,12,6,1
10,13,5,1
10,14,5,1
10,15,5,1
10,16,5,1
10,17,5,1
10,18,5,1
10,19,5,1
10,20,5,1
11,0,6,1
11,1,6,1
11,2,6,1
11,3,6,1
11,4,6,1
11,5,6,1
11,6,6,1
11,7,6,1
11,8,6,1
11,9,6,1
11,10,6,1
11,11,6,1
11,12,5,1
11,12,6,1
11,13,5,1
11,13,6,1
11,14,5,1
11,14,6,1
11,15,5,1
11,15,6,1
11,16,5,1
11,16,6,1
11,17,5,1
11,18,5,1
11,19,5,1
11,20,5,1
